session_id,provider,requested_model,resolved_model,model,benchmark_name,benchmark_alias,perturbation_type,item_id,problem_id,question_id,difficulty,finish_reason,token_count,assistant_chars,window_count,mean_entropy,entropy_variance,mean_gap,mean_top1_logprob,perplexity,threshold_crossing_ratio,persistent_crossing_ratio,recovery_observed,regime,trajectory_assessment,truncation_flag,raw_path
cocc-2878_negation_objective_52-cc9b8a78,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2878_negation_objective_52,2878,,medium,stop,762.000000,2715,45,0.277349,0.097451,6.893737,-0.277205,1.319436,0.622222,0.275000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2878_negation_objective_52-cc9b8a78\raw.json
cocc-2879_negation_objective_53-e485c2cb,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2879_negation_objective_53,2879,,hard,stop,2913.000000,10555,180,0.232192,0.094380,8.312718,-0.235584,1.265648,0.833333,0.357955,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2879_negation_objective_53-e485c2cb\raw.json
cocc-2881_negation_objective_54-04a50ca0,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2881_negation_objective_54,2881,,easy,stop,699.000000,2701,41,0.254195,0.101358,7.696119,-0.255685,1.291345,0.707317,0.361111,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2881_negation_objective_54-04a50ca0\raw.json
cocc-2882_negation_objective_55-3a15437c,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2882_negation_objective_55,2882,,medium,stop,902.000000,2688,54,0.200007,0.079163,8.835687,-0.183992,1.202006,0.537037,0.350000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2882_negation_objective_55-3a15437c\raw.json
cocc-2883_negation_objective_56-3f8f6090,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2883_negation_objective_56,2883,,medium,stop,722.000000,2521,43,0.221268,0.091246,8.551339,-0.224310,1.251459,0.813953,0.375000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2883_negation_objective_56-3f8f6090\raw.json
cocc-2884_negation_objective_57-ab7fbbe1,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2884_negation_objective_57,2884,,hard,stop,2268.000000,9054,139,0.313767,0.100408,5.455976,-0.306410,1.358539,0.834532,0.323308,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2884_negation_objective_57-ab7fbbe1\raw.json
cocc-2886_negation_objective_58-c04feabe,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2886_negation_objective_58,2886,,easy,stop,456.000000,1518,26,0.247059,0.102533,8.405903,-0.253373,1.288364,0.769231,0.363636,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2886_negation_objective_58-c04feabe\raw.json
cocc-2887_negation_objective_59-4cfd0c35,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2887_negation_objective_59,2887,,medium,stop,1745.000000,5417,107,0.235598,0.094261,8.177350,-0.239825,1.271027,0.822430,0.320388,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2887_negation_objective_59-4cfd0c35\raw.json
cocc-2888_negation_objective_60-8a80d669,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2888_negation_objective_60,2888,,medium,stop,770.000000,2596,46,0.249434,0.093972,7.613028,-0.248810,1.282498,0.652174,0.325000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2888_negation_objective_60-8a80d669\raw.json
cocc-2891_negation_objective_61-9fefca26,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2891_negation_objective_61,2891,,medium,stop,1275.000000,4685,77,0.257756,0.093784,7.572635,-0.252725,1.287529,0.909091,0.418919,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2891_negation_objective_61-9fefca26\raw.json
cocc-2892_negation_objective_62-86ce9a36,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2892_negation_objective_62,2892,,easy,stop,720.000000,2194,42,0.193014,0.078202,8.780335,-0.191292,1.210813,0.761905,0.125000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2892_negation_objective_62-86ce9a36\raw.json
cocc-2893_negation_objective_63-8f8a966d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2893_negation_objective_63,2893,,medium,stop,2590.000000,8770,159,0.328953,0.109446,5.900280,-0.339356,1.404044,0.886792,0.750000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2893_negation_objective_63-8f8a966d\raw.json
cocc-2902_negation_objective_64-4c085de8,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2902_negation_objective_64,2902,,easy,stop,864.000000,2942,51,0.198096,0.083418,8.931408,-0.200196,1.221642,0.843137,0.302326,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2902_negation_objective_64-4c085de8\raw.json
cocc-2915_negation_objective_65-bc3574b4,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2915_negation_objective_65,2915,,medium,stop,966.000000,3350,58,0.235780,0.094394,7.620830,-0.235694,1.265788,0.913793,0.703704,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2915_negation_objective_65-bc3574b4\raw.json
cocc-2916_negation_objective_66-2249fb7c,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2916_negation_objective_66,2916,,medium,stop,1235.000000,4179,75,0.273062,0.102145,7.018363,-0.272982,1.313877,0.720000,0.309859,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2916_negation_objective_66-2249fb7c\raw.json
cocc-2917_negation_objective_67-62c10dd0,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2917_negation_objective_67,2917,,easy,stop,1112.000000,2704,67,0.131456,0.068132,11.333345,-0.132880,1.142113,0.477612,0.095238,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2917_negation_objective_67-62c10dd0\raw.json
cocc-2919_negation_objective_68-40645a42,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2919_negation_objective_68,2919,,hard,length,4096.000000,17790,253,0.115488,0.065775,9.456625,-0.125559,1.133782,0.158103,0.040161,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2919_negation_objective_68-40645a42\raw.json
cocc-2920_negation_objective_69-681657b8,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2920_negation_objective_69,2920,,medium,stop,1195.000000,4664,72,0.281193,0.103391,7.028799,-0.279517,1.322491,0.486111,0.149254,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2920_negation_objective_69-681657b8\raw.json
cocc-2921_negation_objective_70-99c9e68d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2921_negation_objective_70,2921,,hard,stop,3907.000000,12834,242,0.145331,0.070551,11.087428,-0.146324,1.157571,0.578512,0.233051,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2921_negation_objective_70-99c9e68d\raw.json
cocc-2952_negation_objective_71-e080f0a2,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2952_negation_objective_71,2952,,hard,stop,1001.000000,3319,60,0.233452,0.094285,8.352680,-0.231339,1.260286,0.683333,0.351852,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2952_negation_objective_71-e080f0a2\raw.json
cocc-2953_negation_objective_72-207c7863,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2953_negation_objective_72,2953,,medium,stop,883.000000,2786,53,0.228085,0.088298,8.014087,-0.216687,1.241955,0.660377,0.382979,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2953_negation_objective_72-207c7863\raw.json
cocc-2954_negation_objective_73-340fc3bd,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2954_negation_objective_73,2954,,medium,stop,755.000000,2669,45,0.197337,0.077140,9.301316,-0.183292,1.201165,0.822222,0.372093,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2954_negation_objective_73-340fc3bd\raw.json
cocc-2955_negation_objective_74-de1f6186,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2955_negation_objective_74,2955,,easy,length,4096.000000,17545,253,0.152948,0.071042,7.058905,-0.151018,1.163018,0.434783,0.149194,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2955_negation_objective_74-de1f6186\raw.json
cocc-2977_negation_objective_75-6c5007f2,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2977_negation_objective_75,2977,,easy,stop,434.000000,1448,25,0.228694,0.088443,7.937034,-0.223873,1.250912,0.480000,0.111111,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2977_negation_objective_75-6c5007f2\raw.json
cocc-2979_negation_objective_76-65cb9bc5,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2979_negation_objective_76,2979,,medium,stop,431.000000,1570,24,0.418786,0.116021,4.614343,-0.444682,1.559993,0.666667,0.047619,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2979_negation_objective_76-65cb9bc5\raw.json
cocc-2998_negation_objective_77-681f864f,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2998_negation_objective_77,2998,,easy,stop,658.000000,2310,39,0.184084,0.074886,9.307509,-0.173127,1.189017,0.743590,0.388889,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2998_negation_objective_77-681f864f\raw.json
cocc-2999_negation_objective_78-82814305,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2999_negation_objective_78,2999,,easy,stop,1257.000000,3733,76,0.204228,0.091616,10.961479,-0.202831,1.224865,0.618421,0.308824,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2999_negation_objective_78-82814305\raw.json
cocc-3000_negation_objective_79-be355cac,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3000_negation_objective_79,3000,,medium,stop,1393.000000,4470,85,0.142232,0.072351,12.628072,-0.150138,1.161994,0.658824,0.402439,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3000_negation_objective_79-be355cac\raw.json
cocc-3017_negation_objective_80-5e455d44,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3017_negation_objective_80,3017,,hard,stop,953.000000,3416,57,0.279897,0.105509,7.131611,-0.291521,1.338462,0.859649,0.527273,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3017_negation_objective_80-5e455d44\raw.json
cocc-3018_negation_objective_81-9c133258,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3018_negation_objective_81,3018,,medium,stop,815.000000,2886,48,0.255752,0.093455,7.695435,-0.247430,1.280730,0.625000,0.275000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3018_negation_objective_81-9c133258\raw.json
cocc-3019_negation_objective_82-19cfcf5f,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3019_negation_objective_82,3019,,easy,stop,577.000000,1871,34,0.225452,0.091718,9.242722,-0.216109,1.241238,0.852941,0.515152,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3019_negation_objective_82-19cfcf5f\raw.json
cocc-3024_negation_objective_83-57a1c44c,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3024_negation_objective_83,3024,,hard,length,4096.000000,10249,253,0.215857,0.086789,7.202518,-0.216942,1.242272,0.948617,0.626506,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3024_negation_objective_83-57a1c44c\raw.json
cocc-3025_negation_objective_84-6c9775e7,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3025_negation_objective_84,3025,,hard,stop,1228.000000,4617,74,0.265553,0.103994,7.760898,-0.276964,1.319118,0.594595,0.134328,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3025_negation_objective_84-6c9775e7\raw.json
cocc-3031_negation_objective_85-58b0ded9,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3031_negation_objective_85,3031,,medium,stop,1407.000000,3952,85,0.161755,0.071458,10.136332,-0.154563,1.167148,0.800000,0.400000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3031_negation_objective_85-58b0ded9\raw.json
cocc-3032_negation_objective_86-5181c7fb,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3032_negation_objective_86,3032,,hard,stop,1250.000000,4184,76,0.216323,0.094095,9.335877,-0.216173,1.241317,0.592105,0.347826,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3032_negation_objective_86-5181c7fb\raw.json
cocc-3033_negation_objective_87-2cac1d30,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3033_negation_objective_87,3033,,medium,stop,2460.000000,9329,151,0.326682,0.109692,6.289237,-0.336955,1.400676,0.463576,0.136986,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3033_negation_objective_87-2cac1d30\raw.json
cocc-3034_negation_objective_88-28f0d9b3,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3034_negation_objective_88,3034,,easy,stop,482.000000,1794,28,0.279279,0.101312,7.760317,-0.275234,1.316838,0.892857,0.720000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3034_negation_objective_88-28f0d9b3\raw.json
cocc-3044_negation_objective_89-4c15476b,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3044_negation_objective_89,3044,,easy,length,4096.000000,14311,253,0.158831,0.076764,8.447622,-0.156589,1.169515,0.442688,0.200000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3044_negation_objective_89-4c15476b\raw.json
cocc-3045_negation_objective_90-c7cc8968,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3045_negation_objective_90,3045,,easy,stop,880.000000,2993,52,0.261305,0.098760,7.485076,-0.260352,1.297386,0.538462,0.276596,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3045_negation_objective_90-c7cc8968\raw.json
cocc-3046_negation_objective_91-48ef051a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3046_negation_objective_91,3046,,medium,stop,980.000000,3739,59,0.240354,0.096864,8.463490,-0.241172,1.272740,0.745763,0.521739,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3046_negation_objective_91-48ef051a\raw.json
cocc-3047_negation_objective_92-882ce03a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3047_negation_objective_92,3047,,hard,stop,1096.000000,4152,66,0.282063,0.096395,6.275652,-0.275007,1.316540,0.606061,0.384615,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3047_negation_objective_92-882ce03a\raw.json
cocc-3055_negation_objective_93-5f7b7c0a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3055_negation_objective_93,3055,,easy,stop,2679.000000,8883,165,0.309860,0.103207,4.885096,-0.314328,1.369339,0.969697,0.868750,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3055_negation_objective_93-5f7b7c0a\raw.json
cocc-3080_negation_objective_94-a6bcba0d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3080_negation_objective_94,3080,,medium,length,4096.000000,14031,253,0.108051,0.058150,9.751999,-0.109246,1.115437,0.126482,0.023904,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3080_negation_objective_94-a6bcba0d\raw.json
cocc-3081_negation_objective_95-0a01ea79,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3081_negation_objective_95,3081,,medium,stop,614.000000,2521,36,0.458058,0.113632,3.555591,-0.496092,1.642291,0.777778,0.000000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3081_negation_objective_95-0a01ea79\raw.json
cocc-3091_negation_objective_96-afee3b68,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3091_negation_objective_96,3091,,hard,stop,1384.000000,4395,84,0.210021,0.083284,8.255579,-0.200042,1.221454,0.690476,0.197183,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3091_negation_objective_96-afee3b68\raw.json
cocc-3093_negation_objective_97-30e1516e,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3093_negation_objective_97,3093,,easy,stop,745.000000,2096,44,0.211827,0.089801,8.891303,-0.214920,1.239762,0.954545,0.666667,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3093_negation_objective_97-30e1516e\raw.json
cocc-3094_negation_objective_98-5cce902a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3094_negation_objective_98,3094,,medium,length,4096.000000,14961,253,0.085767,0.050700,10.593826,-0.091915,1.096272,0.154150,0.054393,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3094_negation_objective_98-5cce902a\raw.json
cocc-3104_negation_objective_99-272afc65,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3104_negation_objective_99,3104,,medium,stop,2266.000000,7121,139,0.257165,0.098968,6.961892,-0.265674,1.304309,0.884892,0.588235,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3104_negation_objective_99-272afc65\raw.json
cocc-3106_negation_objective_100-8f1296b0,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3106_negation_objective_100,3106,,medium,stop,902.000000,2817,54,0.181497,0.079757,9.784429,-0.175583,1.191941,0.944444,0.705882,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3106_negation_objective_100-8f1296b0\raw.json
cocc-3114_negation_objective_101-2dc004e6,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3114_negation_objective_101,3114,,medium,stop,3108.000000,9473,192,0.300036,0.108590,6.136973,-0.311762,1.365829,0.598958,0.169312,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3114_negation_objective_101-2dc004e6\raw.json
cocc-3141_negation_objective_102-5400ee8b,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3141_negation_objective_102,3141,,medium,length,4096.000000,14929,253,0.149221,0.076058,8.414487,-0.156075,1.168914,0.347826,0.156627,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3141_negation_objective_102-5400ee8b\raw.json
cocc-3150_negation_objective_103-4cbcfa73,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,3150_negation_objective_103,3150,,medium,stop,586.000000,2208,34,0.235498,0.096196,8.108539,-0.235602,1.265670,0.911765,0.419355,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-3150_negation_objective_103-4cbcfa73\raw.json
